nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN726,https://www.congress.gov/nomination/112th-congress/726,112th Congress (2011-2012),Martin J. Pane,Department of Justice,"Martin J. Pane, of Pennsylvania, to be United States Marshal for the Middle District of Pennsylvania for the term of four years, vice Michael Robert Regan, term expired.",2011-06-23,Judiciary,2011-10-21,Confirmed by the Senate by Voice Vote.,confirmed,112,Pennsylvania,United States Marshal
PN725,https://www.congress.gov/nomination/112th-congress/725,112th Congress (2011-2012),Steven R. Frank,Department of Justice,"Steven R. Frank, of Pennsylvania, to be United States Marshal for the Western District of Pennsylvania for the term of four years, vice Thomas M. Fitzgerald, term expired.",2011-06-23,Judiciary,2011-10-21,Confirmed by the Senate by Voice Vote.,confirmed,112,Pennsylvania,United States Marshal
PN724,https://www.congress.gov/nomination/112th-congress/724,112th Congress (2011-2012),Rosemary Marquez,The Judiciary,"Rosemary Marquez, of Arizona, to be United States District Judge for the District of Arizona, vice Frank R. Zapata, retired.",2011-06-23,Judiciary,2013-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,112,Arizona,United States District Judge
PN723,https://www.congress.gov/nomination/112th-congress/723,112th Congress (2011-2012),Jennifer Guerin Zipps,The Judiciary,"Jennifer Guerin Zipps, of Arizona, to be United States District Judge for the District of Arizona, vice John M. Roll, deceased.",2011-06-23,Judiciary,2011-10-03,Confirmed by the Senate by Voice Vote.,confirmed,112,Arizona,United States District Judge
PN634,https://www.congress.gov/nomination/112th-congress/634,112th Congress (2011-2012),Mary Elizabeth Phillips,The Judiciary,"Mary Elizabeth Phillips, of Missouri, to be United States District Judge for the Western District of Missouri, vice Ortrie D. Smith, retired.",2011-06-07,Judiciary,2012-03-06,Confirmed by the Senate by Yea-Nay Vote. 95 - 2. Record Vote Number: 26.,confirmed,112,Missouri,United States District Judge
PN633,https://www.congress.gov/nomination/112th-congress/633,112th Congress (2011-2012),Susie Morgan,The Judiciary,"Susie Morgan, of Louisiana, to be United States District Judge for the Eastern District of Louisiana, vice G. Thomas Porteous, Jr.",2011-06-07,Judiciary,2012-03-28,Confirmed by the Senate by Yea-Nay Vote. 96 - 1. Record Vote Number: 62.,confirmed,112,Louisiana,United States District Judge
PN632,https://www.congress.gov/nomination/112th-congress/632,112th Congress (2011-2012),Jesse M. Furman,The Judiciary,"Jesse M. Furman, of New York, to be United States District Judge for the Southern District of New York, vice Alvin K. Hellerstein, retired.",2011-06-07,Judiciary,2012-02-17,Confirmed by the Senate by Yea-Nay Vote. 62 - 34. Record Vote Number: 21.,confirmed,112,New York,United States District Judge
PN631,https://www.congress.gov/nomination/112th-congress/631,112th Congress (2011-2012),Margo Kitsy Brodie,The Judiciary,"Margo Kitsy Brodie, of New York, to be United States District Judge for the Eastern District of New York, vice Allyne R. Ross, retired.",2011-06-07,Judiciary,2012-02-27,Confirmed by the Senate by Yea-Nay Vote. 86 - 2. Record Vote Number: 23.,confirmed,112,New York,United States District Judge
PN586,https://www.congress.gov/nomination/112th-congress/586,112th Congress (2011-2012),Charles Thomas Massarone,United States Parole Commission,"Charles Thomas Massarone, of Kentucky, to be a Commissioner of the United States Parole Commission for a term of six years, vice Edward F. Reilly, Jr., resigned.",2011-05-23,Judiciary,2012-05-24,Confirmed by the Senate by Voice Vote.,confirmed,112,Kentucky,Commissioner
PN566,https://www.congress.gov/nomination/112th-congress/566,112th Congress (2011-2012),Gina Marie Groh,The Judiciary,"Gina Marie Groh, of West Virginia, to be United States District Judge for the Northern District of West Virginia, vice W. Craig Broadwater, deceased.",2011-05-19,Judiciary,2012-03-15,Confirmed by the Senate by Yea-Nay Vote. 95 - 2. Record Vote Number: 49.,confirmed,112,West Virginia,United States District Judge
PN565,https://www.congress.gov/nomination/112th-congress/565,112th Congress (2011-2012),James Rodney Gilstrap,The Judiciary,"James Rodney Gilstrap, of Texas, to be United States District Judge for the Eastern District of Texas, vice Thad Heartfield, retired.",2011-05-19,Judiciary,2011-12-05,Confirmed by the Senate by Voice Vote.,confirmed,112,Texas,United States District Judge
PN564,https://www.congress.gov/nomination/112th-congress/564,112th Congress (2011-2012),Andrew L. Carter Jr.,The Judiciary,"Andrew L. Carter, Jr., of New York, to be United States District Judge for the Southern District of New York, vice Victor Marrero, retired.",2011-05-19,Judiciary,2011-12-05,Confirmed by the Senate by Voice Vote.,confirmed,112,New York,United States District Judge
PN555,https://www.congress.gov/nomination/112th-congress/555,112th Congress (2011-2012),Morgan Christen,The Judiciary,"Morgan Christen, of Alaska, to be United States Circuit Judge for the Ninth Circuit, vice Andrew J. Kleinfeld, retired.",2011-05-18,Judiciary,2011-12-15,Confirmed by the Senate by Yea-Nay Vote. 95 - 3. Record Vote Number: 231.,confirmed,112,Alaska,United States Circuit Judge
PN525,https://www.congress.gov/nomination/112th-congress/525,112th Congress (2011-2012),Jeffrey J. Helmick,The Judiciary,"Jeffrey J. Helmick, of Ohio, to be United States District Judge for the Northern District of Ohio, vice James G. Carr, retired.",2011-05-11,Judiciary,2012-06-06,Confirmed by the Senate by Yea-Nay Vote. 62 - 36. Record Vote Number: 116.,confirmed,112,Ohio,United States District Judge
PN524,https://www.congress.gov/nomination/112th-congress/524,112th Congress (2011-2012),Cathy Ann Bencivengo,The Judiciary,"Cathy Ann Bencivengo, of California, to be United States District Judge for the Southern District of California, vice Jeffrey T. Miller, retired.",2011-05-11,Judiciary,2012-02-09,Confirmed by the Senate by Yea-Nay Vote. 90 - 6. Record Vote Number: 16.,confirmed,112,California,United States District Judge
PN523,https://www.congress.gov/nomination/112th-congress/523,112th Congress (2011-2012),Richard G. Andrews,The Judiciary,"Richard G. Andrews, of Delaware, to be United States District Judge for the District of Delaware, vice Joseph J. Farnan, Jr., retired.",2011-05-11,Judiciary,2011-11-03,Confirmed by the Senate by Voice Vote.,confirmed,112,Delaware,United States District Judge
PN511,https://www.congress.gov/nomination/112th-congress/511,112th Congress (2011-2012),Stephen A. Higginson,The Judiciary,"Stephen A. Higginson, of Louisiana, to be United States Circuit Judge for the Fifth Circuit, vice Jacques L. Wiener, Jr., retired.",2011-05-09,Judiciary,2011-10-31,Confirmed by the Senate by Yea-Nay Vote. 88 - 0. Record Vote Number: 188.,confirmed,112,Louisiana,United States Circuit Judge
PN473,https://www.congress.gov/nomination/112th-congress/473,112th Congress (2011-2012),Edward M. Spooner,Department of Justice,"Edward M. Spooner, of Florida, to be United States Marshal for the Northern District of Florida for the term of four years, vice Dennis Arthur Williamson, term expired.",2011-05-04,Judiciary,2011-09-26,Confirmed by the Senate by Voice Vote.,confirmed,112,Florida,United States Marshal
PN472,https://www.congress.gov/nomination/112th-congress/472,112th Congress (2011-2012),Dennis J. Erby,Department of Justice,"Dennis J. Erby, of Mississippi, to be United States Marshal for the Northern District of Mississippi for the term of four years, vice Larry Wade Wagster, resigned.",2011-05-04,Judiciary,2012-03-29,Confirmed by the Senate by Voice Vote.,confirmed,112,Mississippi,United States Marshal
PN471,https://www.congress.gov/nomination/112th-congress/471,112th Congress (2011-2012),Robert N. Scola Jr.,The Judiciary,"Robert N. Scola, Jr., of Florida, to be United States District Judge for the Southern District of Florida, vice Paul C. Huck, retired.",2011-05-04,Judiciary,2011-10-19,Confirmed by the Senate by Voice Vote.,confirmed,112,Florida,United States District Judge
PN470,https://www.congress.gov/nomination/112th-congress/470,112th Congress (2011-2012),Edgardo Ramos,The Judiciary,"Edgardo Ramos, of Connecticut, to be United States District Judge for the Southern District of New York, vice Stephen C. Robinson, resigned.",2011-05-04,Judiciary,2011-12-05,Confirmed by the Senate by Yea-Nay Vote. 89 - 0. Record Vote Number: 221.,confirmed,112,Connecticut,United States District Judge
PN469,https://www.congress.gov/nomination/112th-congress/469,112th Congress (2011-2012),Yvonne Gonzalez Rogers,The Judiciary,"Yvonne Gonzalez Rogers, of California, to be United States District Judge for the Northern District of California, vice Vaughn R. Walker, retired.",2011-05-04,Judiciary,2011-11-15,Confirmed by the Senate by Yea-Nay Vote. 89 - 6. Record Vote Number: 207.,confirmed,112,California,United States District Judge
PN468,https://www.congress.gov/nomination/112th-congress/468,112th Congress (2011-2012),John M. Gerrard,The Judiciary,"John M. Gerrard, of Nebraska, to be United States District Judge for the District of Nebraska, vice Richard G. Kopf, retiring.",2011-05-04,Judiciary,2012-01-23,Confirmed by the Senate by Yea-Nay Vote. 74 - 16. Record Vote Number: 1.,confirmed,112,Nebraska,United States District Judge
PN467,https://www.congress.gov/nomination/112th-congress/467,112th Congress (2011-2012),Katherine B. Forrest,The Judiciary,"Katherine B. Forrest, of New York, to be United States District Judge for the Southern District of New York, vice Jed S. Rakoff, retired.",2011-05-04,Judiciary,2011-10-13,Confirmed by the Senate by Voice Vote.,confirmed,112,New York,United States District Judge
PN466,https://www.congress.gov/nomination/112th-congress/466,112th Congress (2011-2012),Dana L. Christensen,The Judiciary,"Dana L. Christensen, of Montana, to be United States District Judge for the District of Montana, vice Donald W. Molloy, retiring.",2011-05-04,Judiciary,2011-12-05,Confirmed by the Senate by Voice Vote.,confirmed,112,Montana,United States District Judge
PN465,https://www.congress.gov/nomination/112th-congress/465,112th Congress (2011-2012),Christopher Droney,The Judiciary,"Christopher Droney, of Connecticut, to be United States Circuit Judge for the Second Circuit, vice Guido Calabresi, retired.",2011-05-04,Judiciary,2011-11-28,Confirmed by the Senate by Yea-Nay Vote. 88 - 0. Record Vote Number: 209.,confirmed,112,Connecticut,United States Circuit Judge
PN418,https://www.congress.gov/nomination/112th-congress/418,112th Congress (2011-2012),Anuj Chang Desai,Department of Justice,"Anuj Chang Desai, of Wisconsin, to be a Member of the Foreign Claims Settlement Commission of the United States for the term expiring September 30, 2014.  (Reappointment)",2011-04-08,Judiciary,2012-03-29,Confirmed by the Senate by Voice Vote.,confirmed,112,Wisconsin,Member
PN417,https://www.congress.gov/nomination/112th-congress/417,112th Congress (2011-2012),Anuj Chang Desai,Department of Justice,"Anuj Chang Desai, of Wisconsin, to be a Member of the Foreign Claims Settlement Commission of the United States for the term expiring September 30, 2011, vice Stephen C. King, term expired.",2011-04-08,Judiciary,2012-03-29,Confirmed by the Senate by Voice Vote.,confirmed,112,Wisconsin,Member
PN399,https://www.congress.gov/nomination/112th-congress/399,112th Congress (2011-2012),Susan Owens Hickey,The Judiciary,"Susan Owens Hickey, of Arkansas, to be United States District Judge for the Western District of Arkansas, vice Harry F. Barnes, retired.",2011-04-06,Judiciary,2011-10-13,Confirmed by the Senate by Yea-Nay Vote. 83 - 8. Record Vote Number: 165.,confirmed,112,Arkansas,United States District Judge
PN398,https://www.congress.gov/nomination/112th-congress/398,112th Congress (2011-2012),Sharon L. Gleason,The Judiciary,"Sharon L. Gleason, of Alaska, to be United States District Judge for the District of Alaska, vice John W. Sedwick, retired.",2011-04-06,Judiciary,2011-11-15,Confirmed by the Senate by Yea-Nay Vote. 87 - 8. Record Vote Number: 206.,confirmed,112,Alaska,United States District Judge
PN377,https://www.congress.gov/nomination/112th-congress/377,112th Congress (2011-2012),David L. McNulty,Department of Justice,"David L. McNulty, of New York, to be United States Marshal for the Northern District of New York for the term of four years, vice James Joseph Parmley, term expired.",2011-03-31,Judiciary,2011-06-30,Confirmed by the Senate by Voice Vote.,confirmed,112,New York,United States Marshal
PN376,https://www.congress.gov/nomination/112th-congress/376,112th Congress (2011-2012),George Lamar Beck Jr.,Department of Justice,"George Lamar Beck, Jr., of Alabama, to be United States Attorney for the Middle District of Alabama for the term of four years, vice Leura Garrett Canary, term expired.",2011-03-31,Judiciary,2011-06-30,Confirmed by the Senate by Voice Vote.,confirmed,112,Alabama,United States Attorney
PN375,https://www.congress.gov/nomination/112th-congress/375,112th Congress (2011-2012),Alison J. Nathan,The Judiciary,"Alison J. Nathan, of New York, to be United States District Judge for the Southern District of New York, vice Sidney H. Stein, retired.",2011-03-31,Judiciary,2011-10-13,Confirmed by the Senate by Yea-Nay Vote. 48 - 44. Record Vote Number: 164.,confirmed,112,New York,United States District Judge
